feature,importance
entropy29,2.6682913303375244
entropy13,3.1021599769592285
40,3.1058318614959717
29,3.1162655353546143
entropy14,3.8930647373199463
entropy28,4.267215251922607
Sum,5.609632968902588
28,5.638595104217529
manu_37,9.81572437286377
entropy30,9.826739311218262
14,11.35066032409668
13,15.269815444946289
