feature,importance
entropy14,0.00662161235999712
28,0.01589942895581462
entropy30,0.028450837855494706
13,0.03726661614679054
entropy13,0.04956260934121098
29,0.06125256233321061
manu_37,0.06279909912954265
entropy29,0.06852069496188573
14,0.11744787047304941
40,0.2748223392559805
entropy28,0.2773563291870231
