feature,importance
13,1.4362888094972612
Sum,1.146383093363389
40,1.1046414903266049
manu_37,0.6723697605451159
entropy14,0.6428847943451824
entropy28,0.6105380783357218
28,0.5181755086119537
entropy29,0.5163663543864738
29,0.3495190649858135
14,0.3464112243979756
entropy13,0.09628498720436687
entropy30,0.09478069578859881
