epoch,train_loss,train_acc,val_loss,val_acc
1,0.3165813162922859,0.8607843137254902,0.3130415380001068,0.6491228070175439
2,0.29629713110625744,0.8901960784313725,0.3473983108997345,0.7017543859649122
3,0.2921555023640394,0.888235294117647,0.33725136518478394,0.7192982456140351
4,0.2980850078165531,0.9019607843137255,0.34763123095035553,0.6842105263157895
5,0.28763104416429996,0.8960784313725491,0.34990306198596954,0.7192982456140351
