feature,importance
entropy30,6.461999416351318
entropy13,6.654730796813965
entropy29,7.217818260192871
28,7.897839546203613
entropy14,8.537298202514648
manu_37,8.848793983459473
entropy28,9.114972114562988
14,9.697972297668457
29,9.799689292907715
13,9.903616905212402
40,11.358343124389648
