epoch,train_loss,train_acc,val_loss,val_acc
1,0.342720981836319,0.7312661498708011,0.307012140750885,0.813953488372093
2,0.3304008984565735,0.6976744186046512,0.33464638392130536,0.5930232558139535
3,0.32519946336746214,0.748062015503876,0.31337498625119525,0.8023255813953488
4,0.32138741135597226,0.7635658914728682,0.30870190262794495,0.8023255813953488
5,0.31875951409339903,0.7403100775193798,0.32068010171254474,0.7325581395348837
