fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.007462686567164179,0.9546327467467116
0.0,0.06716417910447761,0.9396122725284558
0.007462686567164179,0.06716417910447761,0.9283058490516194
0.007462686567164179,0.26119402985074625,0.8400636049459018
0.014925373134328358,0.26119402985074625,0.8349998341818896
0.014925373134328358,0.29850746268656714,0.812355935008799
0.022388059701492536,0.29850746268656714,0.8084402313116915
0.022388059701492536,0.3208955223880597,0.7962543787491828
0.029850746268656716,0.3208955223880597,0.7938543668221727
0.029850746268656716,0.35074626865671643,0.770844597589662
0.03731343283582089,0.35074626865671643,0.7703363052799465
0.03731343283582089,0.3880597014925373,0.7522083224557206
0.05223880597014925,0.3880597014925373,0.7465269724672031
0.05223880597014925,0.40298507462686567,0.7336262337371404
0.05970149253731343,0.40298507462686567,0.7270802582736812
0.05970149253731343,0.4701492537313433,0.6794589981270815
0.06716417910447761,0.4701492537313433,0.6779368187686204
0.06716417910447761,0.5074626865671642,0.6481294661621863
0.06716417910447761,0.5223880597014925,0.645260675521748
0.06716417910447761,0.5373134328358209,0.6309833876161937
0.07462686567164178,0.5373134328358209,0.6260390074675584
0.07462686567164178,0.5447761194029851,0.6234020841046112
0.08208955223880597,0.5447761194029851,0.6215454890948252
0.08208955223880597,0.5522388059701493,0.612978670082987
0.09701492537313433,0.5522388059701493,0.6075345576689504
0.09701492537313433,0.5671641791044776,0.5971731640369298
0.1044776119402985,0.5671641791044776,0.5925373081360159
0.1044776119402985,0.6044776119402985,0.5803195891499571
0.11194029850746269,0.6044776119402985,0.5781925356892276
0.11194029850746269,0.6417910447761194,0.5502061559731617
0.12686567164179105,0.6417910447761194,0.5489839448267325
0.12686567164179105,0.6492537313432836,0.5474942633754627
0.1417910447761194,0.6492537313432836,0.5444184165652676
0.1417910447761194,0.6567164179104478,0.544193905821945
0.15671641791044777,0.6567164179104478,0.5399117686890509
0.15671641791044777,0.664179104477612,0.5377489512602949
0.16417910447761194,0.664179104477612,0.5297183453859489
0.16417910447761194,0.6791044776119403,0.5225691802423712
0.1791044776119403,0.6791044776119403,0.5220468284734929
0.19402985074626866,0.6791044776119403,0.5112342256153557
0.19402985074626866,0.6865671641791045,0.5045595131616144
0.26119402985074625,0.6865671641791045,0.4748172320284002
0.26119402985074625,0.7014925373134329,0.47338643641472006
0.26865671641791045,0.7014925373134329,0.47190602394104175
0.26865671641791045,0.7089552238805971,0.467738223235025
0.27611940298507465,0.7089552238805971,0.46615359574319226
0.27611940298507465,0.7164179104477612,0.466056824384679
0.2835820895522388,0.7164179104477612,0.46584275294716115
0.2835820895522388,0.7313432835820896,0.4646122082597307
0.29850746268656714,0.7313432835820896,0.46314384500882977
0.29850746268656714,0.7388059701492538,0.4627356790453036
0.30597014925373134,0.7388059701492538,0.4599612472634779
0.30597014925373134,0.746268656716418,0.4585822120471963
0.3358208955223881,0.746268656716418,0.45371993075842515
0.3358208955223881,0.753731343283582,0.44932587842833854
0.43283582089552236,0.753731343283582,0.41341388498506376
0.43283582089552236,0.7910447761194029,0.3997935399201138
0.44776119402985076,0.7910447761194029,0.39814042371556957
0.44776119402985076,0.7985074626865671,0.3947183173158088
0.4626865671641791,0.7985074626865671,0.39412823591212226
0.4626865671641791,0.8134328358208955,0.37676000007366744
0.48507462686567165,0.8134328358208955,0.3616709965268086
0.48507462686567165,0.8208955223880597,0.3569222328125194
0.5373134328358209,0.8208955223880597,0.34428335127081927
0.5373134328358209,0.8432835820895522,0.33721597154623195
0.5447761194029851,0.8432835820895522,0.3363747941299102
0.5447761194029851,0.8507462686567164,0.3350394430696895
0.5671641791044776,0.8507462686567164,0.3283822210617713
0.5671641791044776,0.8656716417910447,0.3259280777643813
0.5746268656716418,0.8656716417910447,0.31736101671537215
0.5746268656716418,0.8731343283582089,0.3157000474548021
0.6119402985074627,0.8731343283582089,0.3096880623662869
0.6119402985074627,0.8880597014925373,0.3053348537594148
0.6343283582089553,0.8880597014925373,0.30141582043619614
0.6343283582089553,0.8955223880597015,0.29978007587560296
0.6492537313432836,0.8955223880597015,0.2947768569512518
0.6492537313432836,0.9104477611940298,0.29175159273315415
0.6567164179104478,0.9104477611940298,0.2911133238561579
0.6567164179104478,0.917910447761194,0.2905572135117316
0.6865671641791045,0.917910447761194,0.28398920944368844
0.6865671641791045,0.9253731343283582,0.2823658876597971
0.7164179104477612,0.9253731343283582,0.26017495044328903
0.7164179104477612,0.9402985074626866,0.2523422936513108
0.7238805970149254,0.9402985074626866,0.2485403470535216
0.7238805970149254,0.9477611940298507,0.24263479091978601
0.753731343283582,0.9477611940298507,0.23098372604437614
0.753731343283582,0.9552238805970149,0.23034806739115332
0.7611940298507462,0.9552238805970149,0.22934659493728338
0.7611940298507462,0.9626865671641791,0.22646213987040856
0.7686567164179104,0.9626865671641791,0.2249283414651701
0.7686567164179104,0.9701492537313433,0.22420991469565757
0.7910447761194029,0.9701492537313433,0.21392490411219178
0.7910447761194029,0.9776119402985075,0.21352396056547585
0.8134328358208955,0.9776119402985075,0.20179392297783558
0.8134328358208955,0.9850746268656716,0.20056287706669368
0.8582089552238806,0.9850746268656716,0.18225335933439032
0.8582089552238806,0.9925373134328358,0.1815640684021818
0.8805970149253731,0.9925373134328358,0.16382948448012452
0.8805970149253731,1.0,0.15421706164650636
1.0,1.0,0.04294407871803029
