feature,importance
14,0.0
28,0.0
40,0.0
entropy28,0.00677387616426883
entropy14,0.020647807157912194
entropy29,0.05833000074383612
entropy30,0.06276870631853979
entropy13,0.07697821983378376
29,0.11695445454494778
manu_37,0.13292243289802866
13,0.5246245023386829
